id;tipo;sku-pai;sku;ativo;usado;destaque;ncm;gtin;mpn;nome;seo-tag-title;seo-tag-description;descricao-completa;url-video-youtube;estoque-gerenciado;estoque-quantidade;estoque-situacao-em-estoque;estoque-situacao-sem-estoque;preco-sob-consulta;preco-custo;preco-cheio;preco-promocional;marca;peso-em-kg;altura-em-cm;largura-em-cm;comprimento-em-cm;categoria-nome-nivel-1;categoria-nome-nivel-2;categoria-nome-nivel-3;categoria-nome-nivel-4;categoria-nome-nivel-5;imagem-1;imagem-2;imagem-3;imagem-4;imagem-5;grade-genero;grade-produto-com-uma-cor;grade-produto-com-duas-cores;grade-tamanho-de-anelalianca;grade-tamanho-de-calca;grade-tamanho-de-camisacamiseta;grade-tamanho-de-capacete;grade-tamanho-de-tenis;grade-voltagem;grade-tamanho-juvenil-infantil;url-antiga
;sem-variacao;;CAN24200CZ;S;S;N;;;;CANTONEIRA EM PVC RIG.ABAS IGUAIS 25MM X 3M CINZA;;;CANTONEIRA EM PVC RIG.ABAS IGUAIS 25MM X 3M CINZA;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/14471.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN24200MF;S;S;N;;;;CANTONEIRA EM PVC RIG.ABAS IGUAIS 25MM X 3M MARFIM;;;CANTONEIRA EM PVC RIG.ABAS IGUAIS 25MM X 3M MARFIM;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/14471.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN3470BCO;S;S;N;;;;CANTO ARREMATE MP 347B BRANCO;;;CANTO ARREMATE MP 347B BRANCO;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/13232.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN3470BZE;S;S;N;;;;CANTO ARREMATE MP 347 BRONZE;;;CANTO ARREMATE MP 347 BRONZE;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/13232.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN3470CZA;S;S;N;;;;CANTO ARREMATE MP 347 CINZA;;;CANTO ARREMATE MP 347 CINZA;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/13232.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN3470PTO;S;S;N;;;;CANTO ARREMATE MP 347 PRETO;;;CANTO ARREMATE MP 347 PRETO;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/11422.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN5900000;S;S;N;;;;CANTONEIRA P/MONTAGEM DE BOX     (51);;;CANTONEIRA P/MONTAGEM DE BOX     (51);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/13233.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6060000;S;S;N;;;;CANOPLA P/BATENTE PTO 35X25MM L.GRADIL FU;;;CANOPLA P/BATENTE PTO 35X25MM L.GRADIL FU;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/4358.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN60600BC;S;S;N;;;;CANOPLA P/BATENTE BCO 35X25MM L.GRADIL FU;;;CANOPLA P/BATENTE BCO 35X25MM L.GRADIL FU;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/4358.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6060BCO;S;S;N;;;;CANOPLA P/BATENTE BCO 35X25MM L.GRADIL FU;;;CANOPLA P/BATENTE BCO 35X25MM L.GRADIL FU;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/4358.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6070000;S;S;N;;;;CANOPLA DE NYLON PRETO 38 X 38 MM;;;CANOPLA DE NYLON PRETO 38 X 38 MM;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/15248.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6250000;S;S;N;;;;CANOPLA DE NYLON PRETO 51X34 MM (CAN625PR);;;CANOPLA DE NYLON PRETO 51X34 MM (CAN625PR);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/13235.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6250BCO;S;S;N;;;;CANOPLA DE NYLON BRANCA 51X34 MM (CAN625BR);;;CANOPLA DE NYLON BRANCA 51X34 MM (CAN625BR);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/13235.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6260000;S;S;N;;;;CANOPLA DE NYLON PRETO 38 X 51 MM;;;CANOPLA DE NYLON PRETO 38 X 51 MM;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/15248.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6570000;S;S;N;;;;CANOPLA DE ALUMINIO CG172;;;CANOPLA DE ALUMINIO CG172;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/13236.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6580000;S;S;N;;;;CANOPLA  ALUM. PTO. CG160;;;CANOPLA  ALUM. PTO. CG160;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/13237.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6590BCO;S;S;N;;;;CANOPLA P/CG168 BCO G. UNIV.  (CAN651);;;CANOPLA P/CG168 BCO G. UNIV.  (CAN651);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/13238.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6620000;S;S;N;;;;TAMPA  DO CORRIMAO CG167 G.UNIV.;;;TAMPA  DO CORRIMAO CG167 G.UNIV.;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/12653.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAN6650PTO;S;S;N;;;;CANOPLA PARA GRADIL MONTANTE CG182 NYLON PRETO;;;CANOPLA PARA GRADIL MONTANTE CG182 NYLON PRETO;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/1.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAPADESL;S;S;N;;;;CAPA DO MOTOR DESLIZANTE  (10004497);;;CAPA DO MOTOR DESLIZANTE  (10004497);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;FERRO;;;;http://201.55.103.47/cdn/aluita/15775.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAR0020000;S;S;N;;;;CARRETEL P/  PERSIANA EXTERNA  (011);;;CARRETEL P/  PERSIANA EXTERNA  (011);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ACESSÓRIOS DIVERSOS;;;;http://201.55.103.47/cdn/aluita/13243.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CARRE11500;S;S;N;;;;CARREGADOR DE BATERIA DEWALT 12V-20V LI-ION 22 0V ;;;CARREGADOR DE BATERIA DEWALT 12V-20V LI-ION 22 0V BAT.ACIMA 3AH (DCB115-B2);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;MAQUINAS;;;;http://201.55.103.47/cdn/aluita/16199.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CARRE197342;S;S;N;;;;CARREGADOR DE BATERIA  (MAKITA 197342 DC10WD) BIVO;;;CARREGADOR DE BATERIA  (MAKITA 197342 DC10WD) BIVOLT;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;MAQUINAS;;;;http://201.55.103.47/cdn/aluita/16371.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CARRE197362;S;S;N;;;;CARREGADOR DE BATERIA 12 V (MAKITA 197362) BIVOLT ;;;CARREGADOR DE BATERIA 12 V (MAKITA 197362) BIVOLT MAX-DC10SB;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;MAQUINAS;;;;http://201.55.103.47/cdn/aluita/16199.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CARRE197522;S;S;N;;;;CARREGADOR DE BATERIA (MAKITA 197522) BIVOLT;;;CARREGADOR DE BATERIA (MAKITA 197522) BIVOLT;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;MAQUINAS;;;;http://201.55.103.47/cdn/aluita/16009.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CARTEAMOSTRA;S;S;N;;;;CARTELA DE CORES PALHETAS;;;CARTELA DE CORES PALHETAS;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;PALHETAS ALUM - TALAS PVC;;;;http://201.55.103.47/cdn/aluita/10396.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CARTYILMAZ;S;S;N;;;;CATÁLOGO DE PRODUTOS;;;CATÁLOGO DE PRODUTOS;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;MAQUINAS;;;;http://201.55.103.47/cdn/aluita/1.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAV2600000;S;S;N;;;;CAVALETE DE ROL. DE BOX - ROL 260 (ROL758.A00);;;CAVALETE DE ROL. DE BOX - ROL 260 (ROL758.A00);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ROLDANAS EM GERAL;;;;http://201.55.103.47/cdn/aluita/4257.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAV2600001;S;S;N;;;;CAVALETE DE ROL. DE BOX (COD .49);;;CAVALETE DE ROL. DE BOX (COD .49);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ROLDANAS EM GERAL;;;;http://201.55.103.47/cdn/aluita/1.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAV2610000;S;S;N;;;;CAVALETE DE ROL. P/BOX (CAV261) (DIC01);;;CAVALETE DE ROL. P/BOX (CAV261) (DIC01);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ROLDANAS EM GERAL;;;;http://201.55.103.47/cdn/aluita/1.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CAV4240000;S;S;N;;;;CAVALETE ALUM. P/BOX L.LEVE   COD (49);;;CAVALETE ALUM. P/BOX L.LEVE   ;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ROLDANAS EM GERAL;;;;http://201.55.103.47/cdn/aluita/13245.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CFE0240PTO;S;S;N;;;;CONTRAFECHO PTO (FEC480/FEC481) ;;;CONTRAFECHO PTO (FEC480/FEC481) ;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;FECHOS - TRINCOS- CONCHAS - CONTRAFECHOS;;;;http://201.55.103.47/cdn/aluita/14545.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA5150000;S;S;N;;;;CHAPA PS LISA CRISTAL  P/BOX 1,8 MM  X 0,98 X 1,80;;;CHAPA PS LISA CRISTAL  P/BOX 1,8 MM  X 0,98 X 1,80 ;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13606.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA5170000;S;S;N;;;;CHAPA PS P/BOX LISA LEITOSA  1,8 MM  X 0,98 X 1,80;;;CHAPA PS P/BOX LISA LEITOSA  1,8 MM  X 0,98 X 1,80 ;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13608.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA5180000;S;S;N;;;;CHAPA PS LISA CRISTAL 4MM X 1.0 X  2.0 ;;;CHAPA PS LISA CRISTAL 4MM X 1.0 X  2.0 ;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13606.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA5190000;S;S;N;;;;CHAPA PS LISA CRISTAL 3MM X 1.0 X 2.0;;;CHAPA PS LISA CRISTAL 3MM X 1.0 X 2.0;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13606.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6110000;S;S;N;;;;CHAPA PET REVOADA FUME 1,8MM X 0.90 X 1,96;;;CHAPA PET REVOADA FUME 1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13957.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6120000;S;S;N;;;;CHAPA PET REVOADA VERDE 1,8MM X 0.90 X 1,96;;;CHAPA PET REVOADA VERDE 1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13959.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6160000;S;S;N;;;;CHAPA PET REVOADA CRISTAL  1,8MM X 0.90 X 1,96;;;CHAPA PET REVOADA CRISTAL  1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13956.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6260000;S;S;N;;;;CHAPA PET NIAGARA CRISTAL  1,8MM X 0.90 X 1,96;;;CHAPA PET NIAGARA CRISTAL  1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13683.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6270000;S;S;N;;;;CHAPA PET EXTRA LINHO CRISTAL   1,8mm X 0,90 X 196;;;CHAPA PET EXTRA LINHO CRISTAL   1,8mm X 0,90 X 1960;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/1.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6280000;S;S;N;;;;CHAPA PET EXTRA LINHO FUME  1,8mm X 0,90 X 1960;;;CHAPA PET EXTRA LINHO FUME  1,8mm X 0,90 X 1960;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/1.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6290000;S;S;N;;;;CHAPA PET EXTRA LACAN CRISTAL  1,8mm X 0,90 X 1960;;;CHAPA PET EXTRA LACAN CRISTAL  1,8mm X 0,90 X 1960;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/1.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6300000;S;S;N;;;;CHAPA PET EXTRA LACAN FUME  1,8mm X 0,90 X 1960;;;CHAPA PET EXTRA LACAN FUME  1,8mm X 0,90 X 1960;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/1.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6310000;S;S;N;;;;CHAPA PET PANTANAL CARAMELO  1,8MM X 0.90 X 1,96;;;CHAPA PET PANTANAL CARAMELO  1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13818.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6320000;S;S;N;;;;CHAPA PET PANTANAL FUME  1,8MM X 0.90 X 1,96;;;CHAPA PET PANTANAL FUME  1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13819.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6330000;S;S;N;;;;CHAPA PET PANTANAL VERDE 1,8MM X 0.90 X 1,96;;;CHAPA PET PANTANAL VERDE 1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13821.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6350000;S;S;N;;;;CHAPA PET PANTANAL AZUL 1,8MM X 0.90 X 1,96;;;CHAPA PET PANTANAL AZUL 1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13817.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6360000;S;S;N;;;;CHAPA PET PANTANAL CRISTAL 1,8MM X 0.90 X 1,96;;;CHAPA PET PANTANAL CRISTAL 1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13818.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6410000;S;S;N;;;;CHAPA PET AMAZONAS FUME  1,8MM X 0.90 X 1,96;;;CHAPA PET AMAZONAS FUME  1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13045.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6430000;S;S;N;;;;CHAPA PET AMAZONAS VERDE  1,8MM X 0.90 X 1,96;;;CHAPA PET AMAZONAS VERDE  1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13047.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6440000;S;S;N;;;;CHAPA PET AMAZONAS CARAMELO  1,8MM X 0.90 X 1,96;;;CHAPA PET AMAZONAS CARAMELO  1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13042.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6460000;S;S;N;;;;CHAPA PET AMAZONAS CRISTAL  1,8MM X 0.90 X 1,96;;;CHAPA PET AMAZONAS CRISTAL  1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13044.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6460001;S;S;N;;;;CHAPA PET AMAZONAS CRISTAL  1,8MM X 0.98 X 1,80;;;CHAPA PET AMAZONAS CRISTAL  1,8MM X 0.98 X 1,80;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13044.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6510000;S;S;N;;;;CHAPA PET ACQUA FUME  1,8MM X 0.98 X 1,80;;;CHAPA PET ACQUA FUME  1,8MM X 0.98 X 1,80;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13033.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6560000;S;S;N;;;;CHAPA PET ACQUA CRISTAL 1,8MM X 0.98 X 1,80;;;CHAPA PET ACQUA CRISTAL 1,8MM X 0.98 X 1,80;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13032.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6610000;S;S;N;;;;CHAPA PET MONOCRIL FUME  1,8MM X 0.90 X 1,96;;;CHAPA PET MONOCRIL FUME  1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13679.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHA6660000;S;S;N;;;;CHAPA PET MONOCRIL CRISTAL 1,8MM X 0.90 X 1,96;;;CHAPA PET MONOCRIL CRISTAL 1,8MM X 0.90 X 1,96;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;CHAPA DE BOX EM GERAL;;;;http://201.55.103.47/cdn/aluita/13678.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHU7870000;S;S;N;;;;CHUMBADOR ACO ZINCADO (ANC787);;;CHUMBADOR ACO ZINCADO (ANC787);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ANCORAGENS - CHUMB - LUVAS - CON - PRESILHAS;;;;http://201.55.103.47/cdn/aluita/13247.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHU7870000  PROMO;S;S;N;;;;CHUMBADOR ACO ZINCADO PROMOÇÃO (PCT 50 PÇ);;;CHUMBADOR ACO ZINCADO PROMOÇÃO (PCT 50 PÇ);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ANCORAGENS - CHUMB - LUVAS - CON - PRESILHAS;;;;http://201.55.103.47/cdn/aluita/1.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHU7940000;S;S;N;;;;CHUMBADOR C/ PORCA PRIS E ARRUELA 3/8 X 110 MM INO;;;CHUMBADOR C/ PORCA PRIS E ARRUELA 3/8 X 110 MM INOX (470550);;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ANCORAGENS - CHUMB - LUVAS - CON - PRESILHAS;;;;http://201.55.103.47/cdn/aluita/11433.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHU7940TEC;S;S;N;;;;CHUMBADOR CBPL 38312 INOX 304 ;;;CHUMBADOR CBPL 38312 INOX 304 ;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ANCORAGENS - CHUMB - LUVAS - CON - PRESILHAS;;;;http://201.55.103.47/cdn/aluita/11433.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHU7950000;S;S;N;;;;CHUMBADOR C/ PORCA PRIS E ARRUELA 3/8" X 80 MM INO;;;CHUMBADOR C/ PORCA PRIS E ARRUELA 3/8" X 80 MM INOX ;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ANCORAGENS - CHUMB - LUVAS - CON - PRESILHAS;;;;http://201.55.103.47/cdn/aluita/11434.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHU795PROMO;S;S;N;;;;CHUMBADOR C/ PORCA PRIS E ARRUELA 3/8" X 80 MM INO;;;CHUMBADOR C/ PORCA PRIS E ARRUELA 3/8" X 80 MM INOX ;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ANCORAGENS - CHUMB - LUVAS - CON - PRESILHAS;;;;http://201.55.103.47/cdn/aluita/11434.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHU8170000;S;S;N;;;;CHUMBADOR C/PRIS.E ARRUELA 3/8 X 80 (ZINCADO BRANC;;;CHUMBADOR C/PRIS.E ARRUELA 3/8 X 80 (ZINCADO BRANCO) BOLD  470078;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ANCORAGENS - CHUMB - LUVAS - CON - PRESILHAS;;;;http://201.55.103.47/cdn/aluita/3133.jpg;;;;;;;;;;;;;;;;
;sem-variacao;;CHU8180000;S;S;N;;;;CHUMBADOR C/PRIS.E ARRUELA 3/8 X 110  (ZINCADO BRA;;;CHUMBADOR C/PRIS.E ARRUELA 3/8 X 110  (ZINCADO BRANCO) BOLD;;S;1;imediata;manter disponibilidade;S;0;0;0;Marca Exemplo;;;;;CATEGORIAS;ANCORAGENS - CHUMB - LUVAS - CON - PRESILHAS;;;;http://201.55.103.47/cdn/aluita/3133.jpg;;;;;;;;;;;;;;;;
